Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1731131114,0,0,0,0,0,0
1731131115,0.236842111,0,0,0,0,0.173684224
1731131115,0,0,0,0,0,0
1731131115,0.236842111,0,0,0,0,0.173684224
1731131115,0.486000001,0,0,0,0,0.18947348
1731131115,0,0,0,0,0,0
1731131115,0.236842111,0,0,0,0,0.173684224
1731131115,0.486000001,0,0,0,0,0.18947348
1731131115,0,0,0,0,0,0
1731131115,0.486000001,0,0,0,0,0.18947348
1731131115,0.736000001,0,0,0,0,0.173683539
1731131115,0,0,0,0,0,0
1731131115,0.236842111,0,0,0,0,0.173684224
1731131115,0.486000001,0,0,0,0,0.157894537
1731131115,0,0,0,0,0,0
1731131115,0.486000001,0,0,0,0,0.157894537
1731131115,0.736000001,0,0,0,0,0.142104521
1731131115,0,0,0,0,0,0
1731131115,0.25,0,0,0,0,0.173684224
1731131115,0.5,0,0,0,0,0.126315594
1731131115,0,0,0,0,0,0
1731131115,0.75,0,0,0,0,0.110525534
1731131115,0,0,0,0,0,0
1731131115,1,0,0,0,0,0.094735526
1731131115,1,0,0,0,0,0.094735526
1731131115,1.223684192,0,0,0,0,0.078945532
1731131115,0,0,0,0,0,0
1731131115,0.25,0,0,0,0,0.078947373
1731131115,0.5,0,0,0,0,0.094736464
1731131115,0,0,0,0,0,0
1731131115,0.5,0,0,0,0,0.094736464
1731131116,0.75,0,0,0,0,0.078946523
1731131116,0,0,0,0,0,0
1731131116,0.25,0,0,0,0,0.110526323
1731131116,0.5,0,0,0,0,0.094736531
1731131116,0,0,0,0,0,0
1731131116,0.5,0,0,0,0,0.094736531
1731131116,0.75,0,0,0,0,0.078946523
1731131116,0,0,0,0,0,0
1731131116,0.236842111,0,0,0,0,0.110526323
1731131116,0.486000001,0,0,0,0,0.063157581
1731131116,0,0,0,0,0,0
1731131116,0.486000001,0,0,0,0,0.063157581
1731131116,0.736000001,0,0,0,0,0.047367524
1731131116,0,0,0,0,0,0
1731131116,0.236842111,0,0,0,0,0.047368422
1731131116,0.486000001,0,0,0,0,0.063157476
1731131116,0,0,0,0,0,0
1731131116,0.486000001,0,0,0,0,0.063157476
1731131116,0.736000001,0,0,0,0,0.015788577
1731131116,0,0,0,0,0,0
1731131116,0.236842111,0,0,0,0,0.047368422
1731131116,0.486000001,0,0,0,0,0.03157853
1731131116,0,0,0,0,0,0
1731131116,0.486000001,0,0,0,0,0.03157853
1731131116,0.736000001,0,0,0,0,0.015788516
1731131116,0,0,0,0,0,0
1731131116,0.236842111,0,0,0,0,0.078947373
1731131116,0.486000001,0,0,0,0,0.031578571
1731131116,0,0,0,0,0,0
1731131116,0.486000001,0,0,0,0,0.031578571
1731131117,0.736000001,0,0,0,0,0
1731131117,0,0,0,0,0,0
1731131117,0.236842111,0,0,0,0,0.015789473
1731131117,0.486000001,0,0,0,0,-4.72E-07
1731131117,0,0,0,0,0,0
1731131117,0.486000001,0,0,0,0,-4.72E-07
1731131117,0.736000001,0,0,0,0,-0.015789473
1731131117,0,0,0,0,0,0
1731131117,0.25,0,0,0,0,0.047368422
1731131117,0.5,0,0,0,0,-4.16E-07
1731131117,0,0,0,0,0,0
1731131117,0.5,0,0,0,0,-4.16E-07
1731131117,0.75,0,0,0,0,-0.015789473
1731131117,0,0,0,0,0,0
1731131117,0.25,0,0,0,0,0.047368422
1731131117,0.5,0,0,0,0,-4.16E-07
1731131117,0,0,0,0,0,0
1731131117,0.5,0,0,0,0,-4.16E-07
1731131117,0.75,0,0,0,0,-0.015789473
1731131117,0,0,0,0,0,0
1731131117,0.25,0,0,0,0,0.015789473
1731131117,0.5,0,0,0,0,-0.03157942
1731131117,0,0,0,0,0,0
1731131117,0.5,0,0,0,0,-0.03157942
1731131117,0.75,0,0,0,0,-0.015789529
1731131117,0,0,0,0,0,0
1731131117,0.25,0,0,0,0,-0.015789473
1731131117,0.5,0,0,0,0,-0.031578477
1731131117,0,0,0,0,0,0
1731131117,0.5,0,0,0,0,-0.031578477
1731131118,0.75,0,0,0,0,-0.015788516
1731131118,0,0,0,0,0,0
1731131118,0.25,0,0,0,0,-0.015789473
1731131118,0.5,0,0,0,0,-0.031578477
1731131118,0,0,0,0,0,0
1731131118,0.5,0,0,0,0,-0.031578477
1731131118,0.75,0,0,0,0,-0.015788516
1731131118,0,0,0,0,0,0
1731131118,0.25,0,0,0,0,-0.015789473
1731131118,0.5,0,0,0,0,-0.031578477
1731131118,0,0,0,0,0,0
1731131118,0.5,0,0,0,0,-0.031578477
1731131118,0.75,0,0,0,0,-0.015788516
1731131118,0,0,0,0,0,0
1731131118,0.25,0,0,0,0,-0.015789473
1731131118,0.5,0,0,0,0,-0.031578477
1731131118,0,0,0,0,0,0
1731131118,0.5,0,0,0,0,-0.031578477
1731131118,0.75,0,0,0,0,-0.015788516
1731131118,0,0,0,0,0,0
1731131118,0.25,0,0,0,0,-0.015789473
1731131118,0.5,0,0,0,0,-0.031578477
1731131118,0,0,0,0,0,0
1731131118,0.5,0,0,0,0,-0.031578477
1731131118,0.75,0,0,0,0,-0.015788516
1731131118,0,0,0,0,0,0
1731131118,0.25,0,0,0,0,-0.015789473
1731131118,0.5,0,0,0,0,-0.031578477
1731131118,0,0,0,0,0,0
1731131118,0.5,0,0,0,0,-0.031578477
1731131119,0.75,0,0,0,0,-0.015788516
1731131119,0,0,0,0,0,0
1731131119,0.25,0,0,0,0,0.047368422
1731131119,0.5,0,0,0,0,0.03157853
1731131119,0,0,0,0,0,0
1731131119,0.5,0,0,0,0,0.03157853
1731131119,0.75,0,0,0,0,0.015788516
1731131119,0,0,0,0,0,0
1731131119,0.25,0,0,0,0,0.047368422
1731131119,0.5,0,0,0,0,0.03157853
1731131119,0,0,0,0,0,0
1731131119,0.5,0,0,0,0,0.03157853
1731131119,0.75,0,0,0,0,0.015788516
1731131119,0,0,0,0,0,0
1731131119,0.25,0,0,0,0,0.047368422
1731131119,0.5,0,0,0,0,0.03157853
1731131119,0,0,0,0,0,0
1731131119,0.5,0,0,0,0,0.03157853
1731131119,0.75,0,0,0,0,0
1731131119,0,0,0,0,0,0
1731131119,0.25,0,0,0,0,0.015789473
1731131119,0.5,0,0,0,0,0.031578477
1731131119,0,0,0,0,0,0
1731131119,0.5,0,0,0,0,0.031578477
1731131119,0.75,0,0,0,0,-0.015790431
1731131119,0,0,0,0,0,0
1731131119,0.25,0,0,0,0,0.015789473
1731131119,0.5,0,0,0,0,-4.72E-07
1731131119,0,0,0,0,0,0
1731131119,0.5,0,0,0,0,-4.72E-07
1731131120,0.75,0,0,0,0,-0.015789473
1731131120,0,0,0,0,0,0
1731131120,0.25,0,0,0,0,0
1731131120,0.5,0,0,0,0,0
1731131120,0,0,0,0,0,0
1731131120,0.5,0,0,0,0,0
