Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1731131420,0.440210521,0,0,0,0,-0.06314946
1731131420,0.453157902,0,0,0,0,-0.047359515
1731131420,0.453157902,0,0,0,0,-0.047359515
1731131420,0.387210548,0,0,0,0,-0.031569529
1731131420,0.387210548,0,0,0,0,-0.031569529
1731131420,0.37384209,0,0,0,0,-0.047358464
1731131420,0.37384209,0,0,0,0,-0.047358464
1731131420,0.333526313,0,0,0,0,-0.031568516
1731131420,0.333526313,0,0,0,0,-0.031568516
1731131420,0.3198421,0,0,0,0,-0.047357481
1731131420,0.3198421,0,0,0,0,-0.047357481
1731131420,0.305842102,0,0,0,0,-0.031567533
1731131420,0.305842102,0,0,0,0,-0.031567533
1731131420,0.291842103,0,0,0,0,-0.047356468
1731131420,0.291842103,0,0,0,0,-0.047356468
1731131421,0.251526326,0,0,0,0,-0.031566519
1731131421,0.251526326,0,0,0,0,-0.031566519
1731131421,0.237842098,0,0,0,0,-0.047355484
1731131421,0.237842098,0,0,0,0,-0.047355484
1731131421,0.205052629,0,0,0,0,-0.031565536
1731131421,0.205052629,0,0,0,0,-0.031565536
1731131421,0.215526313,0,0,0,0,-0.015775522
1731131421,0.215526313,0,0,0,0,-0.015775522
1731131421,0.171315789,0,0,0,0,-0.031564485
1731131421,0.171315789,0,0,0,0,-0.031564485
1731131421,0.177263156,0,0,0,0,-0.015774539
1731131421,0.177263156,0,0,0,0,-0.015774539
1731131421,0.157315791,0,0,0,0,-0.031563472
1731131421,0.157315791,0,0,0,0,-0.031563472
1731131421,0.149947375,0,0,0,0,0.04738437
1731131421,0.149947375,0,0,0,0,0.04738437
1731131421,0.126000002,0,0,0,0,0.06317348
1731131421,0.126000002,0,0,0,0,0.06317348
1731131421,0.138526306,0,0,0,0,0.078962475
1731131421,0.138526306,0,0,0,0,0.078962475
1731131421,0,0,0,0,0,0
1731131422,0,0,0,0,0,0
1731131422,0,0,0,0,0,0
